FlowUID,FromUID,ToUID,FromName,ToName,MassType,Volume_m3,VolumeUnit,PeriodStart,PeriodEnd,EvidenceClass,Confidence,SourceURL,Class,Outcome,Method,Notes,Published
FLW_0255,SRC_VI_003,VF_HO_001,E134 Oslofjordforbindelsen 2,Kopstad Massemottak AS,rock,54766,pfm3,2025,2032,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",37.5 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0256,SRC_VI_003,BU_LI_001,E134 Oslofjordforbindelsen 2,Egge I - inert deponi,rock,56880,pfm3,2025,2032,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",36.5 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0257,SRC_VI_003,BU_LI_002,E134 Oslofjordforbindelsen 2,Egge II - inert deponi,rock,56877,pfm3,2025,2032,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",36.5 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0258,SRC_VI_003,OS_OS_001,E134 Oslofjordforbindelsen 2,Alnabru Massemottak,soil and clay,9521,pfm3,2025,2032,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",41.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0259,SRC_VI_003,AK_LI_003,E134 Oslofjordforbindelsen 2,Jølsen Miljøpark,soil and clay,4051,pfm3,2025,2032,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",56.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0260,SRC_VI_003,AK_AS_001,E134 Oslofjordforbindelsen 2,Lindum Oredalen,soil and clay,63519,pfm3,2025,2032,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",17.7 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0261,SRC_VI_003,AK_AS_004,E134 Oslofjordforbindelsen 2,Røyken Grovfyllplass,soil and clay,17780,pfm3,2025,2032,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",11.6 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0262,SRC_VI_003,AK_LI_004,E134 Oslofjordforbindelsen 2,ROAF Miljøpark,soil and clay,4923,pfm3,2025,2032,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",59.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0263,SRC_VI_003,OF_IO_002,E134 Oslofjordforbindelsen 2,Veidekke Elvestad,soil and clay,22865,pfm3,2025,2032,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",24.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0264,SRC_VI_003,OS_OS_004,E134 Oslofjordforbindelsen 2,FRANO gjenvinningsanlegg for forurensede masser (Bondkall),soil and clay,10509,pfm3,2025,2032,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",50.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0265,SRC_VI_003,VF_HO_001,E134 Oslofjordforbindelsen 2,Kopstad Massemottak AS,soil and clay,10215,pfm3,2025,2032,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",37.5 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0266,SRC_VI_003,BU_DR_002,E134 Oslofjordforbindelsen 2,Lindum AS avd. Drammen - avfallsdeponi,soil and clay,33583,pfm3,2025,2032,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",25.7 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0267,SRC_VI_003,BU_DR_005,E134 Oslofjordforbindelsen 2,Mile avfallsdeponi,soil and clay,7213,pfm3,2025,2032,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",44.4 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0268,SRC_VI_003,BU_LI_001,E134 Oslofjordforbindelsen 2,Egge I - inert deponi,soil and clay,10710,pfm3,2025,2032,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",36.5 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0269,SRC_VI_003,BU_LI_002,E134 Oslofjordforbindelsen 2,Egge II - inert deponi,soil and clay,10709,pfm3,2025,2032,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",36.5 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0270,SRC_VI_006,OS_OS_001,Drammen Helsepark,Alnabru Massemottak,soil and clay,10367,pfm3,2023,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",53.1 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0271,SRC_VI_006,AK_AS_001,Drammen Helsepark,Lindum Oredalen,soil and clay,53258,pfm3,2023,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",34.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0272,SRC_VI_006,AK_AS_004,Drammen Helsepark,Røyken Grovfyllplass,soil and clay,23647,pfm3,2023,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",18.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0273,SRC_VI_006,OF_IO_002,Drammen Helsepark,Veidekke Elvestad,soil and clay,9754,pfm3,2023,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",54.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0274,SRC_VI_006,VF_HO_001,Drammen Helsepark,Kopstad Massemottak AS,soil and clay,14182,pfm3,2023,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",44.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0275,SRC_VI_006,BU_DR_002,Drammen Helsepark,Lindum AS avd. Drammen - avfallsdeponi,soil and clay,156124,pfm3,2023,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",8.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0276,SRC_VI_006,BU_DR_005,Drammen Helsepark,Mile avfallsdeponi,soil and clay,61985,pfm3,2023,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",14.5 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0277,SRC_VI_006,BU_LI_001,Drammen Helsepark,Egge I - inert deponi,soil and clay,72561,pfm3,2023,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",11.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0278,SRC_VI_006,BU_LI_002,Drammen Helsepark,Egge II - inert deponi,soil and clay,73121,pfm3,2023,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",11.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0279,SRC_OS_015,OS_OS_001,Construction City,Alnabru Massemottak,soil and clay,19121,pfm3,2021,2025,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",3.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0280,SRC_OS_015,AK_LI_002,Construction City,Skedsmo Massesenter,soil and clay,7541,pfm3,2021,2025,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",21.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0281,SRC_OS_015,AK_LI_003,Construction City,Jølsen Miljøpark,soil and clay,6391,pfm3,2021,2025,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",22.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0282,SRC_OS_015,AK_NE_001,Construction City,Esval Miljøpark,soil and clay,1448,pfm3,2021,2025,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",56.6 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0283,SRC_OS_015,AK_EI_002,Construction City,Feiring Bruk AS avd. Dal Pukkverk,soil and clay,3401,pfm3,2021,2025,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",53.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0284,SRC_OS_015,AK_UL_003,Construction City,Veidekke Gardermoen Massesenter,soil and clay,4485,pfm3,2021,2025,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",43.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0285,SRC_OS_015,AK_NI_001,Construction City,NOAH Engadalen,soil and clay,14039,pfm3,2021,2025,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",29.5 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0286,SRC_OS_015,AK_AH_001,Construction City,Helgerud Inert Deponi,soil and clay,1327,pfm3,2021,2025,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",53.6 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0287,SRC_OS_015,AK_AS_001,Construction City,Lindum Oredalen,soil and clay,2489,pfm3,2021,2025,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",57.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0288,SRC_OS_015,AK_AS_004,Construction City,Røyken Grovfyllplass,soil and clay,1174,pfm3,2021,2025,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",41.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0289,SRC_OS_015,AK_AH_002,Construction City,Mr. Pukk Høland AS,soil and clay,1320,pfm3,2021,2025,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",53.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0290,SRC_OS_015,AK_LI_004,Construction City,ROAF Miljøpark,soil and clay,9412,pfm3,2021,2025,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",21.4 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0291,SRC_OS_015,AK_UL_002,Construction City,ØRAS Miljøstasjon Dal Skog,soil and clay,1171,pfm3,2021,2025,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",52.1 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0292,SRC_OS_015,OF_IO_002,Construction City,Veidekke Elvestad,soil and clay,2720,pfm3,2021,2025,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",42.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0293,SRC_OS_015,OS_OS_004,Construction City,FRANO gjenvinningsanlegg for forurensede masser (Bondkall),soil and clay,22165,pfm3,2021,2025,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",11.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0294,SRC_OS_015,AK_NA_001,Construction City,Herstua Grus AS - avfallshåndtering,soil and clay,1687,pfm3,2021,2025,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",50.7 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0295,SRC_OS_015,BU_DR_002,Construction City,Lindum AS avd. Drammen - avfallsdeponi,soil and clay,2591,pfm3,2021,2025,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",52.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0296,SRC_OS_015,BU_LI_001,Construction City,Egge I - inert deponi,soil and clay,1967,pfm3,2021,2025,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",45.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0297,SRC_OS_015,BU_LI_002,Construction City,Egge II - inert deponi,soil and clay,1951,pfm3,2021,2025,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",45.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0298,SRC_OS_015,OS_OS_001,Construction City,Alnabru Massemottak,rock,6147,pfm3,2021,2025,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",3.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0299,SRC_OS_015,AK_LI_002,Construction City,Skedsmo Massesenter,rock,2920,pfm3,2021,2025,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",21.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0300,SRC_OS_015,AK_LI_003,Construction City,Jølsen Miljøpark,rock,2486,pfm3,2021,2025,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",22.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0301,SRC_OS_015,AK_EI_002,Construction City,Feiring Bruk AS avd. Dal Pukkverk,rock,1814,pfm3,2021,2025,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",53.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0302,SRC_OS_015,AK_UL_003,Construction City,Veidekke Gardermoen Massesenter,rock,2151,pfm3,2021,2025,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",43.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0303,SRC_OS_015,AK_NI_001,Construction City,NOAH Engadalen,rock,5873,pfm3,2021,2025,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",29.5 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0304,SRC_OS_015,AK_AH_001,Construction City,Helgerud Inert Deponi,rock,707,pfm3,2021,2025,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",53.6 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0305,SRC_OS_015,AK_AS_001,Construction City,Lindum Oredalen,rock,1382,pfm3,2021,2025,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",57.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0306,SRC_OS_015,AK_AH_002,Construction City,Mr. Pukk Høland AS,rock,704,pfm3,2021,2025,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",53.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0307,SRC_OS_015,OF_IO_002,Construction City,Veidekke Elvestad,rock,1292,pfm3,2021,2025,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",42.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0308,SRC_OS_015,OS_OS_004,Construction City,FRANO gjenvinningsanlegg for forurensede masser (Bondkall),rock,7722,pfm3,2021,2025,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",11.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0309,SRC_OS_015,AK_NA_001,Construction City,Herstua Grus AS - avfallshåndtering,rock,872,pfm3,2021,2025,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",50.7 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0310,SRC_OS_015,BU_LI_001,Construction City,Egge I - inert deponi,rock,968,pfm3,2021,2025,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",45.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0311,SRC_OS_015,BU_LI_002,Construction City,Egge II - inert deponi,rock,962,pfm3,2021,2025,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",45.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0312,SRC_HIS_001,OS_OS_001,Follobanen,Alnabru Massemottak,rock,323566,pfm3,2015,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",13.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0313,SRC_HIS_001,AK_LI_002,Follobanen,Skedsmo Massesenter,rock,161088,pfm3,2015,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",31.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0314,SRC_HIS_001,AK_LI_003,Follobanen,Jølsen Miljøpark,rock,162962,pfm3,2015,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",27.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0315,SRC_HIS_001,AK_EI_002,Follobanen,Feiring Bruk AS avd. Dal Pukkverk,rock,92574,pfm3,2015,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",65.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0316,SRC_HIS_001,AK_UL_003,Follobanen,Veidekke Gardermoen Massesenter,rock,111461,pfm3,2015,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",54.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0317,SRC_HIS_001,AK_NI_001,Follobanen,NOAH Engadalen,rock,277942,pfm3,2015,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",42.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0318,SRC_HIS_001,AK_AH_001,Follobanen,Helgerud Inert Deponi,rock,66746,pfm3,2015,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",49.7 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0319,SRC_HIS_001,AK_AS_001,Follobanen,Lindum Oredalen,rock,174454,pfm3,2015,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",46.6 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0320,SRC_HIS_001,AK_AH_002,Follobanen,Mr. Pukk Høland AS,rock,66593,pfm3,2015,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",49.7 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0321,SRC_HIS_001,OF_IO_002,Follobanen,Veidekke Elvestad,rock,176880,pfm3,2015,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",28.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0322,SRC_HIS_001,OS_OS_004,Follobanen,FRANO gjenvinningsanlegg for forurensede masser (Bondkall),rock,397211,pfm3,2015,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",22.4 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0323,SRC_HIS_001,AK_NA_001,Follobanen,Herstua Grus AS - avfallshåndtering,rock,43275,pfm3,2015,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",62.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0324,SRC_HIS_001,VF_HO_001,Follobanen,Kopstad Massemottak AS,rock,34049,pfm3,2015,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",66.5 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0325,SRC_HIS_001,BU_LI_001,Follobanen,Egge I - inert deponi,rock,80813,pfm3,2015,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",44.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0326,SRC_HIS_001,BU_LI_002,Follobanen,Egge II - inert deponi,rock,80387,pfm3,2015,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",45.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0327,SRC_HIS_002,OS_OS_001,Barcode-rekken,Alnabru Massemottak,contaminated,86974,pfm3,2005,2016,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",8.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0328,SRC_HIS_002,AK_LI_003,Barcode-rekken,Jølsen Miljøpark,contaminated,60952,pfm3,2005,2016,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",27.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0329,SRC_HIS_002,AK_NE_001,Barcode-rekken,Esval Miljøpark,contaminated,52625,pfm3,2005,2016,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",61.4 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0330,SRC_HIS_002,AK_UL_001,Barcode-rekken,Ragn-Sells avd. Gardermoen,contaminated,60494,pfm3,2005,2016,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",48.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0331,SRC_HIS_002,AK_AS_001,Barcode-rekken,Lindum Oredalen,contaminated,104152,pfm3,2005,2016,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",54.1 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0332,SRC_HIS_002,AK_AH_002,Barcode-rekken,Mr. Pukk Høland AS,contaminated,43528,pfm3,2005,2016,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",57.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0333,SRC_HIS_002,AK_LI_004,Barcode-rekken,ROAF Miljøpark,contaminated,86893,pfm3,2005,2016,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",26.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0334,SRC_HIS_002,AK_UL_002,Barcode-rekken,ØRAS Miljøstasjon Dal Skog,contaminated,35911,pfm3,2005,2016,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",56.4 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0335,SRC_HIS_002,OS_OS_004,Barcode-rekken,FRANO gjenvinningsanlegg for forurensede masser (Bondkall),contaminated,137912,pfm3,2005,2016,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",15.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0336,SRC_HIS_002,BU_DR_002,Barcode-rekken,Lindum AS avd. Drammen - avfallsdeponi,contaminated,88623,pfm3,2005,2016,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",47.5 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0337,SRC_HIS_002,BU_LI_001,Barcode-rekken,Egge I - inert deponi,contaminated,52236,pfm3,2005,2016,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",40.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0338,SRC_HIS_002,TE_SK_001,Barcode-rekken,Bjorstaddalen Næring deponi,contaminated,16678,pfm3,2005,2016,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",146.6 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0339,SRC_HIS_002,IN_HA_001,Barcode-rekken,Heggvin Alun - alunskiferdeponi,contaminated,52323,pfm3,2005,2016,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",141.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0340,SRC_HIS_002,IN_GJ_001,Barcode-rekken,Horisont Miljøpark IKS - deponi kategori 2,contaminated,20700,pfm3,2005,2016,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",124.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0341,SRC_HIS_002,OS_OS_001,Barcode-rekken,Alnabru Massemottak,soil and clay,115060,pfm3,2005,2016,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",8.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0342,SRC_HIS_002,AK_LI_002,Barcode-rekken,Skedsmo Massesenter,soil and clay,45318,pfm3,2005,2016,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",26.6 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0343,SRC_HIS_002,AK_LI_003,Barcode-rekken,Jølsen Miljøpark,soil and clay,38438,pfm3,2005,2016,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",27.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0344,SRC_HIS_002,AK_EI_002,Barcode-rekken,Feiring Bruk AS avd. Dal Pukkverk,soil and clay,21139,pfm3,2005,2016,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",58.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0345,SRC_HIS_002,AK_UL_003,Barcode-rekken,Veidekke Gardermoen Massesenter,soil and clay,27614,pfm3,2005,2016,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",47.5 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0346,SRC_HIS_002,AK_AS_001,Barcode-rekken,Lindum Oredalen,soil and clay,22886,pfm3,2005,2016,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",54.1 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0347,SRC_HIS_002,AK_AS_004,Barcode-rekken,Røyken Grovfyllplass,soil and clay,11193,pfm3,2005,2016,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",36.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
